"TOWNCODE","TOWNNAME","RoadList","IntersectionList","IntersectionRoadName","Geometry"
"10014020","成功鎮","民生路","中山路","10014020 民生路與中山路交叉口","POINT (121.37919532150693 23.101710630841012)"
"10014020","成功鎮","民生路","五權路","10014020 民生路與五權路交叉口","POINT (121.3811412763489 23.1024256530215)"
"10014020","成功鎮","民生路","太平路","10014020 民生路與太平路交叉口","POINT (121.38213314313009 23.102796882370285)"
"10014020","成功鎮","民生路","民族路","10014020 民生路與民族路交叉口","POINT (121.37725848039463 23.100993395428929)"
"10014020","成功鎮","民生路","民權路","10014020 民生路與民權路交叉口","POINT (121.37823150637894 23.10134401231636)"
"10014020","成功鎮","民生路","光復路","10014020 民生路與光復路交叉口","POINT (121.38016363234578 23.102070188788218)"
"10014020","成功鎮","民生路","成功路","10014020 民生路與成功路交叉口","POINT (121.3762743747626 23.100623832523922)"
"10014020","成功鎮","民生路","新生路2巷","10014020 民生路與新生路2巷交叉口","POINT (121.37576627309511 23.100443693821489)"
"10014020","成功鎮","中華路","中山路","10014020 中華路與中山路交叉口","POINT (121.37952383665584 23.100961503670533)"
"10014020","成功鎮","中華路","東海路","10014020 中華路與東海路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","中華路","新生路","10014020 中華路與新生路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","東海路","中山東路","10014020 東海路與中山東路交叉口","POINT (121.37629744956769 23.098905742506076)"
"10014020","成功鎮","東海路","新生路","10014020 東海路與新生路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","東發路","中華路","10014020 東發路與中華路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","東發路","東海路","10014020 東發路與東海路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","東發路","新生路","10014020 東發路與新生路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","新生路2巷","中華路","10014020 新生路2巷與中華路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","新生路2巷","東海路","10014020 新生路2巷與東海路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","新生路2巷","東發路","10014020 新生路2巷與東發路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","新生路2巷","新生路","10014020 新生路2巷與新生路交叉口","POINT (121.37606246211306 23.099675232126287)"
"10014020","成功鎮","成功路5巷","東海路","10014020 成功路5巷與東海路交叉口","POINT (121.37619398616357 23.099138727170555)"
"10014020","成功鎮","成功路","大仁街","10014020 成功路與大仁街交叉口","POINT (121.37643706122151 23.100260836468465)"
"10014020","成功鎮","成功路","中山東路","10014020 成功路與中山東路交叉口","POINT (121.37692512779245 23.099147459587641)"
"10014020","成功鎮","成功路","中華路","10014020 成功路與中華路交叉口","POINT (121.37660518947803 23.099885995442378)"
"10014020","成功鎮","成功路","成功路5巷","10014020 成功路與成功路5巷交叉口","POINT (121.37682197195647 23.099374844173781)"
"10014020","成功鎮","民族路","大仁街","10014020 民族路與大仁街交叉口","POINT (121.37741106656756 23.100618771139409)"
"10014020","成功鎮","民族路","大勇街","10014020 民族路與大勇街交叉口","POINT (121.3771018823461 23.101344819008261)"
"10014020","成功鎮","民族路","大智街","10014020 民族路與大智街交叉口","POINT (121.37773651412886 23.099864507041445)"
"10014020","成功鎮","民族路","中山東路","10014020 民族路與中山東路交叉口","POINT (121.37789913223924 23.099507559826066)"
"10014020","成功鎮","民族路","中正路","10014020 民族路與中正路交叉口","POINT (121.37693871474994 23.101737259766765)"
"10014020","成功鎮","民族路","中華路","10014020 民族路與中華路交叉口","POINT (121.37757605529077 23.100245110923197)"
"10014020","成功鎮","民族路","新生路","10014020 民族路與新生路交叉口","POINT (121.37661446238758 23.102490074157629)"
"10014020","成功鎮","瀋陽街","三民路","10014020 瀋陽街與三民路交叉口","POINT (121.37673200198037 23.105311550487727)"
"10014020","成功鎮","瀋陽街","大同路","10014020 瀋陽街與大同路交叉口","POINT (121.37904392603639 23.104201210617418)"
"10014020","成功鎮","瀋陽街","中山路","10014020 瀋陽街與中山路交叉口","POINT (121.37904392603639 23.104201210617418)"
"10014020","成功鎮","瀋陽街","長沙街","10014020 瀋陽街與長沙街交叉口","POINT (121.37815596872304 23.104677485277762)"
"10014020","成功鎮","瀋陽街","長春街","10014020 瀋陽街與長春街交叉口","POINT (121.37743308197116 23.105011028536182)"
"10014020","成功鎮","瀋陽街","開封街","10014020 瀋陽街與開封街交叉口","POINT (121.37815596872304 23.104677485277762)"
"10014020","成功鎮","民權路","大仁街","10014020 民權路與大仁街交叉口","POINT (121.37838726985672 23.100983287948452)"
"10014020","成功鎮","民權路","大勇街","10014020 民權路與大勇街交叉口","POINT (121.37806442313467 23.101717227368226)"
"10014020","成功鎮","民權路","大智街","10014020 民權路與大智街交叉口","POINT (121.37871188644442 23.100221617933357)"
"10014020","成功鎮","民權路","中山東路","10014020 民權路與中山東路交叉口","POINT (121.37886881274562 23.099874256591704)"
"10014020","成功鎮","民權路","中正路","10014020 民權路與中正路交叉口","POINT (121.3778984073856 23.102098205367952)"
"10014020","成功鎮","民權路","中華路","10014020 民權路與中華路交叉口","POINT (121.37855401135857 23.100603933224988)"
"10014020","成功鎮","民權路","新生路","10014020 民權路與新生路交叉口","POINT (121.37756422111193 23.10283876469731)"
"10014020","成功鎮","北平街","三民路","10014020 北平街與三民路交叉口","POINT (121.37796034639291 23.106104185959452)"
"10014020","成功鎮","北平街","中山路","10014020 北平街與中山路交叉口","POINT (121.37993336992918 23.105114398410819)"
"10014020","成功鎮","北平街","五權路","10014020 北平街與五權路交叉口","POINT (121.37993336992918 23.105114398410819)"
"10014020","成功鎮","北平街","長沙街","10014020 北平街與長沙街交叉口","POINT (121.37916245128611 23.1054905110783)"
"10014020","成功鎮","長沙街","三民路","10014020 長沙街與三民路交叉口","POINT (121.37991987200451 23.107329460086589)"
"10014020","成功鎮","長沙街","中山路","10014020 長沙街與中山路交叉口","POINT (121.38154390912416 23.106852480357759)"
"10014020","成功鎮","長沙街","北平街","10014020 長沙街與北平街交叉口","POINT (121.37916245128611 23.1054905110783)"
"10014020","成功鎮","長沙街","開封街","10014020 長沙街與開封街交叉口","POINT (121.37815596872304 23.104677485277762)"
"10014020","成功鎮","長沙街","廣州街","10014020 長沙街與廣州街交叉口","POINT (121.38003378013491 23.106230071260825)"
"10014020","成功鎮","長沙街","瀋陽街","10014020 長沙街與瀋陽街交叉口","POINT (121.37815596872304 23.104677485277762)"
"10014020","成功鎮","港邊路","民豐街","10014020 港邊路與民豐街交叉口","POINT (121.38334458748284 23.098028641808412)"
"10014020","成功鎮","港邊路","民權路","10014020 港邊路與民權路交叉口","POINT (121.3793077700376 23.099259159882365)"
"10014020","成功鎮","港邊路","東海路","10014020 港邊路與東海路交叉口","POINT (121.37826633802115 23.098887670629551)"
"10014020","成功鎮","中山路","大同路","10014020 中山路與大同路交叉口","POINT (121.37829088051979 23.103856303525617)"
"10014020","成功鎮","中山路","中山東路","10014020 中山路與中山東路交叉口","POINT (121.37983862095564 23.100227219810392)"
"10014020","成功鎮","中山路","五權路","10014020 中山路與五權路交叉口","POINT (121.37993336992918 23.105114398410819)"
"10014020","成功鎮","中山路","太平路","10014020 中山路與太平路交叉口","POINT (121.38077422255242 23.10601117267754)"
"10014020","成功鎮","中山路","芝田路","10014020 中山路與芝田路交叉口","POINT (121.38267902261885 23.108062641377842)"
"10014020","成功鎮","中山路","長沙街","10014020 中山路與長沙街交叉口","POINT (121.38154390912416 23.106852480357759)"
"10014020","成功鎮","中山路","廣州街","10014020 中山路與廣州街交叉口","POINT (121.38055115471207 23.105775991868597)"
"10014020","成功鎮","中山路","瀋陽街","10014020 中山路與瀋陽街交叉口","POINT (121.37904392603639 23.104201210617418)"
"10014020","成功鎮","中正路","中山路","10014020 中正路與中山路交叉口","POINT (121.3788527769342 23.102454102175102)"
"10014020","成功鎮","廣州街","三民路","10014020 廣州街與三民路交叉口","POINT (121.37898790007159 23.106761009413106)"
"10014020","成功鎮","廣州街","中山路","10014020 廣州街與中山路交叉口","POINT (121.38055115471207 23.105775991868597)"
"10014020","成功鎮","廣州街","長沙街","10014020 廣州街與長沙街交叉口","POINT (121.38003378013491 23.106230071260825)"
"10014020","成功鎮","大勇街","中山路","10014020 大勇街與中山路交叉口","POINT (121.37903726026138 23.102084276668108)"
"10014020","成功鎮","大勇街","五權路","10014020 大勇街與五權路交叉口","POINT (121.38098184183855 23.102795872431614)"
"10014020","成功鎮","大勇街","光復路","10014020 大勇街與光復路交叉口","POINT (121.38000814046336 23.102440035879)"
"10014020","成功鎮","光復路","中山東路","10014020 光復路與中山東路交叉口","POINT (121.38079829830292 23.10058426505185)"
"10014020","成功鎮","光復路","中山路","10014020 光復路與中山路交叉口","POINT (121.37919959328667 23.104322037232293)"
"10014020","成功鎮","光復路","中正路","10014020 光復路與中正路交叉口","POINT (121.37985089130564 23.102815576577655)"
"10014020","成功鎮","光復路","中華路","10014020 光復路與中華路交叉口","POINT (121.38048859067601 23.101317726032278)"
"10014020","成功鎮","光復路","民富路","10014020 光復路與民富路交叉口","POINT (121.38130260213347 23.09938765861358)"
"10014020","成功鎮","光復路","港邊路","10014020 光復路與港邊路交叉口","POINT (121.38166679248855 23.098504504579296)"
"10014020","成功鎮","大仁街","中山路","10014020 大仁街與中山路交叉口","POINT (121.37935388907079 23.101345473714673)"
"10014020","成功鎮","大仁街","五權路","10014020 大仁街與五權路交叉口","POINT (121.38129758571506 23.102060499492495)"
"10014020","成功鎮","大仁街","光復路","10014020 大仁街與光復路交叉口","POINT (121.38032690516263 23.10168975577767)"
"10014020","成功鎮","大智街","中山路","10014020 大智街與中山路交叉口","POINT (121.37968654020176 23.100579176687688)"
"10014020","成功鎮","大智街","五權路","10014020 大智街與五權路交叉口","POINT (121.38161917248692 23.101285554584706)"
"10014020","成功鎮","大智街","光復路","10014020 大智街與光復路交叉口","POINT (121.38065402006703 23.100931778378936)"
"10014020","成功鎮","五權路","中山東路","10014020 五權路與中山東路交叉口","POINT (121.38177911871139 23.100927074025321)"
"10014020","成功鎮","五權路","中山路","10014020 五權路與中山路交叉口","POINT (121.37993336992918 23.105114398410819)"
"10014020","成功鎮","五權路","中正路","10014020 五權路與中正路交叉口","POINT (121.38082791657519 23.103178360393088)"
"10014020","成功鎮","五權路","中華路","10014020 五權路與中華路交叉口","POINT (121.38146003924942 23.10167654473679)"
"10014020","成功鎮","五權路","民富路","10014020 五權路與民富路交叉口","POINT (121.38229578192488 23.099747232748655)"
"10014020","成功鎮","五權路","光復路","10014020 五權路與光復路交叉口","POINT (121.38166679248855 23.098504504579296)"
"10014020","成功鎮","五權路","港邊路","10014020 五權路與港邊路交叉口","POINT (121.38166679248855 23.098504504579296)"
"10014020","成功鎮","五權路","新生路","10014020 五權路與新生路交叉口","POINT (121.38050503298098 23.103924857046593)"
